"","census_tract","corr","label","concept"
"2192","B08008_006",0.678418095874481,"Estimate!!Total!!Male","SEX OF WORKERS BY PLACE OF WORK--PLACE LEVEL"
"2193","B08008_007",0.678418095874481,"Estimate!!Total!!Male!!Living in a place","SEX OF WORKERS BY PLACE OF WORK--PLACE LEVEL"
"2206","B08009_006",0.678418095874481,"Estimate!!Total!!Male","SEX OF WORKERS BY PLACE OF WORK--MINOR CIVIL DIVISION LEVEL FOR 12 SELECTED STATES (CT, ME, MA, MI, MN, NH, NJ, NY, PA, RI, VT, WI)"
"2207","B08009_007",0.678418095874481,"Estimate!!Total!!Male!!Living in the 12 selected states","SEX OF WORKERS BY PLACE OF WORK--MINOR CIVIL DIVISION LEVEL FOR 12 SELECTED STATES (CT, ME, MA, MI, MN, NH, NJ, NY, PA, RI, VT, WI)"
"7412","B20001_002",0.672547036236239,"Estimate!!Total!!Male","SEX BY EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS"
"2230","B08011_016",0.665677801801198,"Estimate!!Total!!Male","SEX OF WORKERS BY TIME LEAVING HOME TO GO TO WORK"
"2272","B08012_014",0.665677801801198,"Estimate!!Total!!Male","SEX OF WORKERS BY TRAVEL TIME TO WORK"
"2179","B08007_007",0.66481272828774,"Estimate!!Total!!Male!!Worked in state of residence","SEX OF WORKERS BY PLACE OF WORK--STATE AND COUNTY LEVEL"
"2306","B08014_008",0.653273004842234,"Estimate!!Total!!Male","SEX OF WORKERS BY VEHICLES AVAILABLE"
"2180","B08007_008",0.645630219914404,"Estimate!!Total!!Male!!Worked in state of residence!!Worked in county of residence","SEX OF WORKERS BY PLACE OF WORK--STATE AND COUNTY LEVEL"
"8160","B23018_002",0.639815422854825,"Estimate!!Aggregate usual hours!!Male","AGGREGATE USUAL HOURS WORKED IN THE PAST 12 MONTHS BY SEX FOR WORKERS 16 TO 64 YEARS"
"6282","B17017_050",0.625048973732835,"Estimate!!Total!!Income in the past 12 months at or above poverty level!!Nonfamily households!!Male householder","POVERTY STATUS IN THE PAST 12 MONTHS BY HOUSEHOLD TYPE BY AGE OF HOUSEHOLDER"
"13085","B25106_041",0.619159832648799,"Estimate!!Total!!Renter-occupied housing units!!$75 000 or more","TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS"
"2238","B08011_024",0.611950184244585,"Estimate!!Total!!Male!!8 00 a.m. to 8 29 a.m.","SEX OF WORKERS BY TIME LEAVING HOME TO GO TO WORK"
"652","B05003_008",0.611327793431546,"Estimate!!Total!!Male!!18 years and over","SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS"
"13474","B25122_118",0.609557016306889,"Estimate!!Total!!Household income in the past 12 months (in 2017 inflation-adjusted dollars)!!$100 000 or more!!With cash rent!!$1 500 to $1 999","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS) BY GROSS RENT"
"3204","B08202_008",0.601530044108738,"Estimate!!Total!!1-person household!!1 worker","HOUSEHOLD SIZE BY NUMBER OF WORKERS IN HOUSEHOLD"
"4464","B11004_004",0.585107312653893,"Estimate!!Total!!Married-couple family!!With related children of the householder under 18 years!!Under 6 years only","FAMILY TYPE BY PRESENCE AND AGE OF RELATED CHILDREN UNDER 18 YEARS"
"2194","B08008_008",0.584358567177399,"Estimate!!Total!!Male!!Living in a place!!Worked in place of residence","SEX OF WORKERS BY PLACE OF WORK--PLACE LEVEL"
"2208","B08009_008",0.584358567177399,"Estimate!!Total!!Male!!Living in the 12 selected states!!Worked in MCD of residence","SEX OF WORKERS BY PLACE OF WORK--MINOR CIVIL DIVISION LEVEL FOR 12 SELECTED STATES (CT, ME, MA, MI, MN, NH, NJ, NY, PA, RI, VT, WI)"
"5833","B16010_045",0.581296943833188,"Estimate!!Total!!Bachelor's degree or higher!!In labor force!!Speak other Indo-European languages","EDUCATIONAL ATTAINMENT AND EMPLOYMENT STATUS BY LANGUAGE SPOKEN AT HOME FOR THE POPULATION 25 YEARS AND OVER"
"13086","B25106_042",0.578491871059436,"Estimate!!Total!!Renter-occupied housing units!!$75 000 or more!!Less than 20 percent","TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS"
"15691","B27001_013",0.574298460977388,"Estimate!!Total!!Male!!26 to 34 years!!With health insurance coverage","HEALTH INSURANCE COVERAGE STATUS BY SEX BY AGE"
"7313","B19325_003",0.573755396878765,"Estimate!!Total!!Male!!Worked full-time year-round in the past 12 months","SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY INCOME IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 15 YEARS AND OVER"
"7315","B19325_005",0.573755396878765,"Estimate!!Total!!Male!!Worked full-time year-round in the past 12 months!!With income","SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY INCOME IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 15 YEARS AND OVER"
"15690","B27001_012",0.572610996183177,"Estimate!!Total!!Male!!26 to 34 years","HEALTH INSURANCE COVERAGE STATUS BY SEX BY AGE"
"15746","B27002_012",0.572610996183177,"Estimate!!Total!!Male!!26 to 34 years","PRIVATE HEALTH INSURANCE STATUS BY SEX BY AGE"
"15802","B27003_012",0.572610996183177,"Estimate!!Total!!Male!!26 to 34 years","PUBLIC HEALTH INSURANCE STATUS BY SEX BY AGE"
"7480","B20005_003",0.570339509192579,"Estimate!!Total!!Male!!Worked full-time year-round in the past 12 months","SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER"
"7482","B20005_005",0.570339509192579,"Estimate!!Total!!Male!!Worked full-time year-round in the past 12 months!!With earnings","SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER"
"8009","B23007_005",0.569479402335923,"Estimate!!Total!!With own children under 18 years!!Married-couple family!!Husband in labor force!!Employed or in Armed Forces","PRESENCE OF OWN CHILDREN UNDER 18 YEARS BY FAMILY TYPE BY EMPLOYMENT STATUS"
"4254","B09019_026",0.569040371597883,"Estimate!!Total!!In households!!In nonfamily households!!Householder!!Male","HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP"
"8166","B23022_004",0.568332798287461,"Estimate!!Total!!Male!!Worked in the past 12 months!!Usually worked 35 or more hours per week","SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 16 TO 64 YEARS"
"4196","B09005_003",0.566570255702887,"Estimate!!Total!!In family households!!In married-couple family","HOUSEHOLD TYPE FOR CHILDREN UNDER 18 YEARS IN HOUSEHOLDS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"4207","B09008_009",0.566570255702887,"Estimate!!Total!!No unmarried partner of householder present!!In family households!!In married-couple family","PRESENCE OF UNMARRIED PARTNER OF HOUSEHOLDER BY HOUSEHOLD TYPE FOR CHILDREN UNDER 18 YEARS IN HOUSEHOLDS"
"8008","B23007_004",0.566187816652833,"Estimate!!Total!!With own children under 18 years!!Married-couple family!!Husband in labor force","PRESENCE OF OWN CHILDREN UNDER 18 YEARS BY FAMILY TYPE BY EMPLOYMENT STATUS"
"5875","B17004_013",0.561762201204677,"Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!Worked full time year-round","POVERTY STATUS IN THE PAST 12 MONTHS OF INDIVIDUALS BY SEX BY WORK EXPERIENCE"
"4176","B09002_002",0.55929283709602,"Estimate!!Total!!In married-couple families","OWN CHILDREN UNDER 18 YEARS BY FAMILY TYPE AND AGE"
"5360","B15002_034",0.558813962548133,"Estimate!!Total!!Female!!Professional school degree","SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER"
"5278","B15001_034",0.558710692764592,"Estimate!!Total!!Male!!45 to 64 years!!Graduate or professional degree","SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER"
"8007","B23007_003",0.557355276337313,"Estimate!!Total!!With own children under 18 years!!Married-couple family","PRESENCE OF OWN CHILDREN UNDER 18 YEARS BY FAMILY TYPE BY EMPLOYMENT STATUS"
"12778","B25091_005",0.554916536094332,"Estimate!!Total!!Housing units with a mortgage!!15.0 to 19.9 percent","MORTGAGE STATUS BY SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS"
"6019","B17010_025",0.553595739275841,"Estimate!!Total!!Income in the past 12 months at or above poverty level!!Married-couple family!!With related children of the householder under 18 years!!Under 5 years only","POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN"
"2320","B08015_002",0.552916120072486,"Estimate!!Aggregate number of vehicles (car truck or van) used in commuting!!Male","AGGREGATE NUMBER OF VEHICLES (CAR, TRUCK, OR VAN) USED IN COMMUTING BY WORKERS 16 YEARS AND OVER BY SEX"
"5262","B15001_018",0.548695518867328,"Estimate!!Total!!Male!!25 to 34 years!!Graduate or professional degree","SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER"
"4443","B11003_002",0.548588994580298,"Estimate!!Total!!Married-couple family","FAMILY TYPE BY PRESENCE AND AGE OF OWN CHILDREN UNDER 18 YEARS"
"4462","B11004_002",0.548588994580298,"Estimate!!Total!!Married-couple family","FAMILY TYPE BY PRESENCE AND AGE OF RELATED CHILDREN UNDER 18 YEARS"
"7162","B19131_002",0.548588994580298,"Estimate!!Total!!Married-couple family","FAMILY TYPE BY PRESENCE OF OWN CHILDREN UNDER 18 YEARS BY FAMILY INCOME IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)"
"8167","B23022_005",0.545287753083747,"Estimate!!Total!!Male!!Worked in the past 12 months!!Usually worked 35 or more hours per week!!50 to 52 weeks","SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 16 TO 64 YEARS"
"5067","B14002_025",0.542508307987771,"Estimate!!Total!!Male!!Not enrolled in school","SEX BY SCHOOL ENROLLMENT BY LEVEL OF SCHOOL BY TYPE OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER"
"5111","B14003_021",0.542508307987771,"Estimate!!Total!!Male!!Not enrolled in school","SEX BY SCHOOL ENROLLMENT BY TYPE OF SCHOOL BY AGE FOR THE POPULATION 3 YEARS AND OVER"
"4444","B11003_003",0.538990412083562,"Estimate!!Total!!Married-couple family!!With own children of the householder under 18 years","FAMILY TYPE BY PRESENCE AND AGE OF OWN CHILDREN UNDER 18 YEARS"
"7163","B19131_003",0.538990412083562,"Estimate!!Total!!Married-couple family!!With own children of the householder under 18 years","FAMILY TYPE BY PRESENCE OF OWN CHILDREN UNDER 18 YEARS BY FAMILY INCOME IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)"
"8091","B23009_003",0.538990412083562,"Estimate!!Total!!With own children of the householder under 18 years!!Married-couple family","PRESENCE OF OWN CHILDREN UNDER 18 YEARS BY FAMILY TYPE BY NUMBER OF WORKERS IN FAMILY IN THE PAST 12 MONTHS"
"6018","B17010_024",0.536047806881645,"Estimate!!Total!!Income in the past 12 months at or above poverty level!!Married-couple family!!With related children of the householder under 18 years","POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN"
"2674","B08126_010",0.534215843245809,"Estimate!!Total!!Professional scientific and management and administrative and waste management services","MEANS OF TRANSPORTATION TO WORK BY INDUSTRY"
"6460","B17022_064",0.533590971926381,"Estimate!!Total!!1.85 and above!!Married-couple family!!With related children of the householder under 18 years","RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN"
"7457","B20003_003",0.53299175902713,"Estimate!!Aggregate earnings in the past 12 months (in 2017 inflation-adjusted dollars)!!Male!!Worked full-time year-round in the past 12 months","AGGREGATE EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS"
"6170","B17015_030",0.532396510408148,"Estimate!!Total!!Income in the past 12 months at or above poverty level!!Married-couple family!!Without Social Security income in the past 12 months","POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEMENTAL SECURITY INCOME (SSI) AND CASH PUBLIC ASSISTANCE INCOME"
"5896","B17005_016",0.531296472622152,"Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!In labor force!!Employed","POVERTY STATUS IN THE PAST 12 MONTHS OF INDIVIDUALS BY SEX BY EMPLOYMENT STATUS"
"12650","B25074_056",0.530315318324889,"Estimate!!Total!!$100 000 or more","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS"
"13460","B25122_104",0.530315318324889,"Estimate!!Total!!Household income in the past 12 months (in 2017 inflation-adjusted dollars)!!$100 000 or more","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS) BY GROSS RENT"
"12679","B25075_022",0.527424899873046,"Estimate!!Total!!$400 000 to $499 999","VALUE"
"6128","B17014_022",0.525726057616227,"Estimate!!Total!!Income in the past 12 months at or above poverty level!!Married-couple family!!1 worker","POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF WORKERS IN FAMILY"
"8165","B23022_003",0.524515116899136,"Estimate!!Total!!Male!!Worked in the past 12 months","SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 16 TO 64 YEARS"
"5255","B15001_011",0.523808187023778,"Estimate!!Total!!Male!!25 to 34 years","SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER"
"6172","B17015_032",0.523573245704402,"Estimate!!Total!!Income in the past 12 months at or above poverty level!!Married-couple family!!Without Social Security income in the past 12 months!!Without SSI or cash public assistance income in the past 12 months","POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEMENTAL SECURITY INCOME (SSI) AND CASH PUBLIC ASSISTANCE INCOME"
"5895","B17005_015",0.523068607830521,"Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!In labor force","POVERTY STATUS IN THE PAST 12 MONTHS OF INDIVIDUALS BY SEX BY EMPLOYMENT STATUS"
"4802","B12006_005",0.522777587002748,"Estimate!!Total!!Never married!!Male!!In labor force!!Employed or in Armed Forces","MARITAL STATUS BY SEX BY LABOR FORCE PARTICIPATION"
"15804","B27003_014",0.521720410146954,"Estimate!!Total!!Male!!26 to 34 years!!No public coverage","PUBLIC HEALTH INSURANCE STATUS BY SEX BY AGE"
"7751","B22007_026",0.521514062686148,"Estimate!!Total!!Household did not receive Food Stamps/SNAP in the past 12 months!!Married-couple family!!1 worker","RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY FAMILY TYPE BY NUMBER OF WORKERS IN FAMILY IN THE PAST 12 MONTHS"
"6284","B17017_052",0.52120672898131,"Estimate!!Total!!Income in the past 12 months at or above poverty level!!Nonfamily households!!Male householder!!Householder 25 to 44 years","POVERTY STATUS IN THE PAST 12 MONTHS BY HOUSEHOLD TYPE BY AGE OF HOUSEHOLDER"
"5854","B17003_014",0.519764044833463,"Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male","POVERTY STATUS IN THE PAST 12 MONTHS OF INDIVIDUALS BY SEX BY EDUCATIONAL ATTAINMENT"
"6213","B17016_027",0.519120277396054,"Estimate!!Total!!Income in the past 12 months at or above poverty level!!Married-couple family!!Householder worked full-time year-round in the past 12 months","POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY WORK EXPERIENCE OF HOUSEHOLDER AND SPOUSE"
"13461","B25122_105",0.518870358116967,"Estimate!!Total!!Household income in the past 12 months (in 2017 inflation-adjusted dollars)!!$100 000 or more!!With cash rent","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS) BY GROSS RENT"
"2298","B08013_002",0.517717860356657,"Estimate!!Aggregate travel time to work (in minutes)!!Male","AGGREGATE TRAVEL TIME TO WORK (IN MINUTES) OF WORKERS BY SEX"
"5858","B17003_018",0.516793477512963,"Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!Bachelor's degree or higher","POVERTY STATUS IN THE PAST 12 MONTHS OF INDIVIDUALS BY SEX BY EDUCATIONAL ATTAINMENT"
"5988","B17009_014",0.516284855119211,"Estimate!!Total!!Income in the past 12 months at or above the poverty level!!Worked full-time year-round!!Nonfamily householder","POVERTY STATUS BY WORK EXPERIENCE OF UNRELATED INDIVIDUALS BY HOUSEHOLDER STATUS"
"13244","B25118_023",0.515379218651368,"Estimate!!Total!!Renter occupied!!$75 000 to $99 999","TENURE BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)"
"2530","B08119_009",0.514781417047899,"Estimate!!Total!!$75 000 or more","MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)"
"8748","B24090_002",0.514359651785251,"Estimate!!Total!!Male","SEX BY CLASS OF WORKER FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER"
"12651","B25074_057",0.514276960820342,"Estimate!!Total!!$100 000 or more!!Less than 20.0 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS"
"2566","B08119_045",0.513265265015438,"Estimate!!Total!!Walked!!$75 000 or more","MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)"
"7089","B19101_015",0.512165968545824,"Estimate!!Total!!$125 000 to $149 999","FAMILY INCOME IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)"
"3176","B08201_009",0.511718647562676,"Estimate!!Total!!1-person household!!1 vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE"
"4463","B11004_003",0.511031008143804,"Estimate!!Total!!Married-couple family!!With related children of the householder under 18 years","FAMILY TYPE BY PRESENCE AND AGE OF RELATED CHILDREN UNDER 18 YEARS"
"5261","B15001_017",0.510228948805565,"Estimate!!Total!!Male!!25 to 34 years!!Bachelor's degree","SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER"
"8248","B23026_002",0.510173684571744,"Estimate!!Total!!Male","SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER"
"13246","B25118_025",0.509505705889313,"Estimate!!Total!!Renter occupied!!$150 000 or more","TENURE BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)"
"6017","B17010_023",0.509336597722446,"Estimate!!Total!!Income in the past 12 months at or above poverty level!!Married-couple family","POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN"
"6058","B17012_020",0.509336597722446,"Estimate!!Total!!Income in the past 12 months at or above poverty level!!Married-couple family","POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF RELATED CHILDREN UNDER 18 YEARS"
"6092","B17013_020",0.509336597722446,"Estimate!!Total!!Income in the past 12 months at or above poverty level!!Married-couple family","POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF PERSONS IN FAMILY"
"6126","B17014_020",0.509336597722446,"Estimate!!Total!!Income in the past 12 months at or above poverty level!!Married-couple family","POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF WORKERS IN FAMILY"
"6166","B17015_026",0.509336597722446,"Estimate!!Total!!Income in the past 12 months at or above poverty level!!Married-couple family","POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEMENTAL SECURITY INCOME (SSI) AND CASH PUBLIC ASSISTANCE INCOME"
"6212","B17016_026",0.509336597722446,"Estimate!!Total!!Income in the past 12 months at or above poverty level!!Married-couple family","POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY WORK EXPERIENCE OF HOUSEHOLDER AND SPOUSE"
"6310","B17018_020",0.509336597722446,"Estimate!!Total!!Income in the past 12 months at or above poverty level!!Married-couple family","POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY EDUCATIONAL ATTAINMENT OF HOUSEHOLDER"
"6338","B17019_014",0.509336597722446,"Estimate!!Total!!Income in the past 12 months at or above poverty level!!Married-couple family","POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY TENURE"
"6496","B17023_020",0.509336597722446,"Estimate!!Total!!Income in the past 12 months at or above poverty level!!Married-couple family","POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS"
"10","B01001_011",0.507712563202402,"Estimate!!Total!!Male!!25 to 29 years","SEX BY AGE"
"4445","B11003_004",0.506094219668829,"Estimate!!Total!!Married-couple family!!With own children of the householder under 18 years!!Under 6 years only","FAMILY TYPE BY PRESENCE AND AGE OF OWN CHILDREN UNDER 18 YEARS"
"1347","B06010_011",0.503354762821164,"Estimate!!Total!!With income!!$75 000 or more","PLACE OF BIRTH BY INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS) IN THE UNITED STATES"
